온통청년 정책번호,정책명,소관기관,지역,분야,신청상태,기본계획 과제번호,보조금24 서비스ID,보조금24 연결 방식,이어지는 세부사업 코드,이어지는 세부사업명,연결 예산현액(억 원),같은 사업의 다른 등록
20250109005400210105,영세창업농 초기영농비 지원사업,전남광주통합특별시 해남군,전남,금융·생활안정,마감,1차 4-14-34,,,,,,
20250115005400210268,영암군 결혼장려금 지원,전남광주통합특별시 영암군,전남,금융·생활안정,마감,1차 4-13-33,494000000179,이름 대조(신뢰도 높음),,,,
20250723005400211484,영화영상활성화 지원사업(전북단편영화 제작스쿨 운영 지원),전북특별자치도,전북,문화·건강,마감,1차 4-16-41,,,,,,
20250723005400211485,영화영상활성화 지원사업(주민시네마스쿨 운영),전북특별자치도,전북,문화·건강,마감,1차 4-16-41,,,,,,
20260326005400212301,예비·신혼부부 무료건강검진,전북특별자치도 익산시,전북,문화·건강,진행중,2차 4-13-49,,,,,,
20260408005400212625,예비부부 건강검진 사업,전남광주통합특별시,광주,금융·생활안정,진행중,2차 4-11-38,,,,,,
20250715005400211279,예비청년 현장중심 진로체험 프로그램 운영,기획조정실,충남,교육·역량,마감,1차 3-11-28,,,,,,20260504005400113108
20260407005400212554,예술인이 만드는 마데인(Made in) 광산 문화예술단체육성 지원,전남광주통합특별시,광주,문화·건강,마감,2차 4-14-51,,,,,,
20260910005400213402,오정청년공간 운영,경기도 부천시,경기,문화·건강,상시,2차 4-14-53,,,,,,
20260616005400213237,오픈마이크 2기,전남광주통합특별시,광주,교육·역량,마감,2차 2-7-24,,,,,,20260722005400213290
20260722005400213290,오픈마이크 2기,전남광주통합특별시,광주,교육·역량,마감,2차 2-7-24,,,,,,20260616005400213237
20260409005400212652,온산 일자리연계형 지원주택 건립사업,울산광역시,울산,주거,진행중,2차 3-8-27,,,,,,
20250113005400210181,완도군 청년 자격증 응시료 지원사업,전남광주통합특별시 완도군,전남,취업·일경험,마감,1차 1-1-2,,,4990000202430030,청년 자격증 응시료 지원사업,0.03,
20260330005400212313,완주군 창업보육센터 운영,전북특별자치도 완주군,전북,취업·일경험,상시,2차 1-1-3,SD0000001490,이름 대조(신뢰도 중간),,,,
20260330005400212333,완주군 청년·신혼부부·다자녀가구 주택전세자금 대출이자 지원사업,전북특별자치도 완주군,전북,금융·생활안정,상시,2차 4-11-39,,,,,,
20260330005400212348,완주군 청년참여예산제 운영,전북특별자치도 완주군,전북,참여·권리,상시,2차 5-15-58,,,,,,
20260330005400212349,완주형 청년농업인 기반구축 시범사업,전북특별자치도 완주군,전북,취업·일경험,상시,2차 1-2-6,,,,,,
20260320005400212242,외국인 독도 말하기 대회,경상북도 환동해지역본부 해양수산국,중앙,참여·권리,마감,2차 5-17-63,,,,,,
20250502005400210768,외국인유학생 시민화 사업,국제협력관,강원,교육·역량,마감,1차 3-9-22,,,,,,
20260313005400212150,용인미래정책제안 공모전,경기도 용인시,경기,참여·권리,마감,2차 5-15-58,,,,,,
20260313005400212143,용인시 일자리센터를 통한 청년 취업 지원,경기도 용인시,경기,취업·일경험,진행중,2차 1-1-3,,,,,,
20260313005400212147,용인청년 부동산 중개 보수 감면 사업,경기도 용인시,경기,주거,상시,2차 3-9-31,,,,,,
20250113005400210184,용인청년 창업지원주택,용인시,경기,주거,마감,1차 2-5-10,,,,,,
20260313005400212151,용인청년포털 청년e랑 운영,경기도 용인시,경기,정책기반,상시,2차 5-16-59,,,,,,
20251023005400211803,우리지역 스타기업 만들기 사업,경상남도 함안군 혁신전략담당관,경남,창업·농어업,마감,1차 1-2-5,,,,,,
20250321005400210648,우수 인재 유치 및 우수경력자 인건비 지원,전남광주통합특별시 경제실 경제창업국 창업진흥과,광주,취업·일경험,마감,1차 1-4-9,,,,,,
20250903005400211596,우수 청년기업 지원,경상북도,경북,창업·농어업,마감,1차 1-2-4,,,6470000202530072,우수청년기업지원,1.15,
20250325005400210652,우수기업 청년채용 지원사업,일자리경제정책과,대전,취업·일경험,마감,1차 1-1-1,,,,,,
20260409005400212660,울릉섬 청년 주거비 지원사업,경상북도 울릉군 미래전략과,경북,주거,마감,2차 3-9-30,,,,,,
20260409005400212661,울릉청년 창업공간 지원사업,경상북도 울릉군 미래전략과,경북,창업·농어업,마감,2차 1-4-12,,,,,,
20260410005400212682,울산 K팝 사관학교 설치ㆍ운영,울산광역시,울산,문화·건강,진행중,2차 4-14-51,,,,,,20250716005400211298
20250716005400211298,울산 K팝 사관학교 설치운영,울산광역시,울산,문화·건강,마감,1차 4-16-42,,,,,,20260410005400212682
20260409005400212653,울산 도심융합특구 조성사업,울산광역시,울산,주거,진행중,2차 3-8-29,,,,,,
20250524005400210876,울산 동구 대왕암 힙합 페스티벌,경제정책국,울산,문화·건강,마감,1차 4-16-42,,,,,,
20250524005400210875,울산 동구 청년문화 구축 지원사업,경제정책국,울산,문화·건강,마감,1차 4-16-43,,,,,,
20240722005400200027,울산 동구 청년센터 운영,경제정책국,울산,참여·권리,상시,2차 5-17-62,,,,,,
20250524005400210878,울산 동구 청년스테이지ON 운영,경제정책국,울산,참여·권리,상시,2차 5-17-62,,,,,,
20240722005400200032,울산 동구 청년의 날 기념행사 운영,경제정책국,중앙,참여·권리,상시,2차 5-17-62,,,,,,
20240708005400200012,울산 동구 청년협의체 운영(제4기 위원 모집),울산광역시 동구 경제정책국,울산,참여·권리,마감,2차 5-17-62,,,,,,
20240722005400200042,울산 동구 취업 및 문화 특강 운영,경제정책국,울산,취업·일경험,상시,2차 1-1-2,,,,,,
20260407005400212531,울산 마이스 인재양성,울산광역시,울산,교육·역량,진행중,2차 2-5-19,,,,,,20250715005400211242
20250715005400211242,울산 마이스 인재양성,울산광역시,울산,교육·역량,마감,1차 3-9-21,,,,,,20260407005400212531
20260406005400212520,울산 미래인재육성 장학사업,울산광역시,울산,교육·역량,진행중,2차 2-7-24,,,,,,20250715005400211229 | 20250715005400211228
20250715005400211229,울산 미래인재육성 장학사업,울산연구원,울산,취업·일경험,마감,1차 3-10-25,,,,,,20260406005400212520 | 20250715005400211228
20250715005400211228,울산 미래인재육성 장학사업,울산연구원,울산,취업·일경험,마감,1차 3-10-25,,,,,,20260406005400212520 | 20250715005400211229
20260413005400212708,울산 비보이 페스티벌,울산광역시,울산,문화·건강,진행중,2차 4-14-53,,,,,,20250716005400211303
20250716005400211303,울산 비보이 페스티벌,울산광역시,울산,문화·건강,마감,1차 4-16-42,,,,,,20260413005400212708
20260410005400212685,울산 세계명문대학 조정 페스티벌,울산광역시,울산,문화·건강,마감,2차 4-14-53,,,,,,
20260402005400212391,울산 자영업자 아이와 함께 행복업,울산광역시,울산,취업·일경험,진행중,2차 1-3-9,,,,,,
20250424005400210721,울산 중구 2025년 청년도전지원사업 (중기),경제문화국,울산,취업·일경험,마감,1차 1-1-2,,,,,,
20260413005400212693,울산 청년 웰스테이 지원,울산광역시,울산,주거,상시,2차 3-8-28,,,,,,20260410005400212667
20260410005400212667,울산 청년 웰스테이 지원,울산광역시,울산,주거,진행중,2차 3-8-28,,,,,,20260413005400212693
20260409005400212656,울산 청년가구 주거비 지원사업,울산광역시,울산,주거,상시,2차 3-9-30,631000000132,이름 대조(신뢰도 높음),6310000202230062,청년가구 주거비 지원,22.65,20250715005400211238
20260413005400212707,울산 청년예술 지원사업,울산광역시,울산,문화·건강,진행중,2차 4-14-52,,,,,,20250716005400211302
20250716005400211302,울산 청년예술 지원사업,울산광역시,울산,문화·건강,마감,1차 4-16-42,,,,,,20260413005400212707
20260406005400212522,울산과학기술원 지역인재전형,울산광역시,울산,교육·역량,진행중,2차 2-5-17,,,,,,20250715005400111230
20250715005400111230,울산과학기술원 지역인재전형,울산과학기술원,울산,교육·역량,마감,1차 3-10-25,,,,,,20260406005400212522
20260402005400212389,울산관광기업지원센터 운영,울산광역시,울산,취업·일경험,진행중,2차 1-1-3,,,,,,20250714005400111205
20250714005400111205,울산관광기업지원센터 운영,울산광역시,울산,창업·농어업,마감,1차 1-2-5,,,,,,20260402005400212389
20260413005400212726,울산광역시 청년정책조정위원회 운영,울산광역시,울산,참여·권리,마감,2차 5-15-57,,,,,,20250717005400211336
20250717005400211336,울산광역시 청년정책조정위원회 운영,울산광역시,울산,참여·권리,마감,1차 5-17-44,,,,,,20260413005400212726
20250717005400211341,울산광역시 청년지원센터 운영,울산광역시,울산,참여·권리,마감,1차 5-17-45,,,,,,
20260407005400212541,울산글로벌게임센터 운영,울산광역시,울산,교육·역량,진행중,2차 2-5-19,,,,,,20250716005400111296
20250716005400111296,울산글로벌게임센터 운영,울산광역시,울산,문화·건강,마감,1차 4-16-41,,,,,,20260407005400212541
20260413005400212713,울산시립아이돌봄센터 운영,울산광역시,울산,문화·건강,상시,2차 4-14-55,,,,,,20250717005400211333
20250717005400211333,울산시립아이돌봄센터 운영,울산광역시,울산,금융·생활안정,마감,1차 4-14-36,,,,,,20260413005400212713
20260407005400212542,울산웹툰캠퍼스 운영,울산광역시,울산,교육·역량,진행중,2차 2-5-19,,,,,,20250716005400211297
20250716005400211297,울산웹툰캠퍼스 운영,울산광역시,울산,문화·건강,마감,1차 4-16-42,,,,,,20260407005400212542
20250507005400210785,울산청년 구직지원금,경제정책관,울산,취업·일경험,마감,1차 1-1-1,,,,,,
20250715005400211238,울산청년가구 주거비 지원,울산광역시,울산,주거,마감,1차 2-6-13,,,,,,20260409005400212656
20260414005400212728,울산청년정책네트워크 운영,울산광역시,울산,참여·권리,상시,2차 5-15-57,,,,,,20250717005400211338
20250717005400211338,울산청년정책네트워크 운영,울산광역시,울산,참여·권리,마감,1차 5-17-45,,,,,,20260414005400212728
20260414005400212740,울산청년정책플랫폼 운영,울산광역시,울산,정책기반,진행중,2차 5-16-59,,,,,,20250717005400211343
20250717005400211343,울산청년정책플랫폼 운영,울산광역시,울산,정책기반,마감,1차 5-19-49,,,,,,20260414005400212740
20260414005400212730,울산청년주간 운영,울산광역시,울산,정책기반,진행중,2차 5-16-60,,,,,,20250717005400211339
20250717005400211339,울산청년주간 운영,울산광역시,울산,참여·권리,마감,1차 5-17-45,,,,,,20260414005400212730
20260414005400212738,울산청년지원센터 운영,울산광역시,울산,정책기반,진행중,2차 5-16-59,,,,,,
20260407005400212530,울산콘텐츠코리아랩,울산광역시,울산,교육·역량,진행중,2차 2-5-19,,,,,,20250715005400111233
20250715005400111233,울산콘텐츠코리아랩 운영,울산광역시,울산,교육·역량,마감,1차 3-10-23,,,,,,20260407005400212530
20260413005400212711,울산형 공공예식장 지원사업,울산광역시,울산,문화·건강,진행중,2차 4-14-55,,,,,,
20260407005400212535,울산형 생활장학금 지원,울산광역시,울산,교육·역량,진행중,2차 2-7-24,,,,,,
20260413005400212714,울산형 초등 틈새돌봄,울산광역시,울산,문화·건강,상시,2차 4-14-55,,,,,,20250717005400211334
20250717005400211334,울산형 초등 틈새돌봄,울산광역시,울산,금융·생활안정,마감,1차 4-14-36,,,,,,20260413005400212714
20260428005400212899,웨딩 in 전주 공공예식장,전북특별자치도 전주시,전북,문화·건강,상시,2차 4-14-55,,,,,,
20250717005400211359,웹툰캠퍼스 운영 및 인력 양성,문화콘텐츠과,대구,문화·건강,마감,1차 4-16-41,,,,,,
20260415005400212746,유네스코 국제문화사업,제주특별자치도,제주,문화·건강,상시,2차 4-14-53,,,,,,
20250416005400210714,육아나눔터 운영,의왕시,경기,금융·생활안정,마감,1차 4-14-36,,,,,,
20250711005400211187,은둔형 외톨이 지원센터 운영,전남광주통합특별시 보건복지본부 복지정책관 돌봄정책과,광주,금융·생활안정,마감,1차 4-14-35,,,,,,
20250220005400210505,음성군 청년월세 지원사업,음성군,충북,주거,마감,1차 2-6-13,,,,,,
20251114005400211894,의령군 청년 자원봉사활동 지원사업,경상남도 의령군 소멸위기대응추진단,경남,문화·건강,마감,1차 4-16-42,,,,,,
20251114005400211893,의령군 청년동아리 활동 지원사업,경상남도 의령군 소멸위기대응추진단,경남,문화·건강,마감,1차 4-16-42,,,,,,
20250116005400210307,의령군 청년부부 결혼장려금 지원사업,소멸위기대응추진단,경남,금융·생활안정,마감,1차 4-13-32,,,,,,
20260330005400212321,의성푸드빌리지 운영,경상북도 의성군 관광복지국,중앙,주거,상시,2차 3-8-29,,,,,,20250902005400211582
20250902005400211582,의성푸드빌리지운영,관광복지국,중앙,문화·건강,마감,1차 4-16-42,,,,,,20260330005400212321
20250407005400210693,의왕시 산모건강관리사 본인부담금 지원,보건소,경기,문화·건강,마감,1차 4-15-40,403000000144,이름 대조(신뢰도 중간),,,,
20250401005400210681,의왕시 청년옷장(면접정장 무료대여서비스),의왕시,경기,취업·일경험,마감,1차 1-1-2,,,,,,
20250513005400210810,이력서 사진 무료촬영서비스,전남광주통합특별시 교육청년국 청년정책과,광주,취업·일경험,마감,1차 1-1-1,,,,,,
20250902005400211579,이웃사촌시범마을시설운영 (금수장및청년주거지등),관광복지국,중앙,주거,마감,1차 2-5-10,,,,,,
20260407005400212532,이전공공기관 취업아카데미 운영,울산광역시,울산,교육·역량,진행중,2차 2-6-23,,,,,,
20260330005400212330,익산사랑 자립준비청년 자립정착금,전북특별자치도 익산시,전북,금융·생활안정,진행중,2차 4-12-43,654000000025,이름 대조(신뢰도 높음),4680000202230037,익산사랑 자립준비청년 자립정착금,1.98,
20250716005400211325,익산형 근로청년수당,익산시,전북,취업·일경험,마감,1차 1-1-3,468000000117,이름 대조(신뢰도 높음),4680000202130094,익산형 근로청년수당,45.5,
20260326005400212297,익산형 청년월세 지원사업,전북특별자치도 익산시,전북,주거,진행중,2차 3-9-30,,,4680000202230102,익산형 청년월세지원사업,4.01,
20251231005400212058,인공지능 리터러시 운영,경기도,경기,교육·역량,마감,1차 3-9-21,,,,,,
20251231005400212057,인공지능 전문인력 양성,경기도,경기,교육·역량,마감,1차 3-9-21,,,,,,
20260319005400212235,인공지능 전문인력 양성교육,경기도,경기,교육·역량,진행중,2차 2-5-17,,,,,,
20250710005400211168,인공지능대학원 지원,전남광주통합특별시 산업실 인공지능산업국 AI반도체과,중앙,교육·역량,마감,1차 3-9-19,,,,,,
20260406005400212524,인공지능대학원 지원사업,울산광역시,울산,교육·역량,진행중,2차 2-5-17,,,,,,20250715005400111231
20250715005400111231,인공지능대학원 지원사업,울산과학기술원,울산,교육·역량,마감,1차 3-9-21,,,,,,20260406005400212524
20260408005400212617,인공지능사관학교 7기 교육생 모집,전남광주통합특별시,광주,교육·역량,마감,2차 2-5-19,,,,,,
20250710005400211174,인공지능융합혁신인재양성 지원,전남광주통합특별시 산업실 인공지능산업국 AI반도체과,광주,교육·역량,마감,1차 3-9-21,,,,,,
20250220005400210476,인구감소지역 결혼지원금,충청북도,충북,금융·생활안정,마감,1차 4-13-32,643000000752,이름 대조(신뢰도 높음),,,,
20260504005400213041,인생 설계 프로그램,경제산업과,충남,문화·건강,진행중,2차 4-14-55,,,,,,
20250304005400210589,인재육성 장학금 지원,전남광주통합특별시,전남,교육·역량,마감,1차 3-10-25,O00093700001,이름 대조(신뢰도 중간),,,,
20251214005400211986,인재육성사업 추진,충청남도,충남,교육·역량,마감,1차 3-10-23,,,,,,20260504005400113115 | 20251112005400211858
20251112005400211858,인재육성사업 추진,충청남도 기획조정실 고등교육정책담당관,충남,교육·역량,마감,1차 3-10-23,,,,,,20260504005400113115 | 20251214005400211986
20260406005400212476,인천 농어촌 청년 역량강화 프로그램 지원,인천광역시 청년정책담당관,인천,창업·농어업,상시,2차 1-4-12,,,,,,20250718005400211427
20250718005400211427,인천 농어촌 청년 역량강화 프로그램 지원,청년정책담당관,인천,교육·역량,마감,1차 3-9-20,,,,,,20260406005400212476
20260406005400212482,인천 대학예술로 소통 페스티벌,인천광역시 시민소통담당관,인천,참여·권리,상시,2차 5-15-58,,,,,,20250718005400211465
20250718005400211465,인천 대학예술로 소통 페스티벌,시민소통담당관,인천,참여·권리,마감,1차 5-20-52,,,,,,20260406005400212482
20260406005400212395,인천 스타트업파크 청년을 위한 창업 지원,인천광역시 경제자유구역청 기획조정본부 혁신성장도시과,인천,창업·농어업,상시,2차 1-4-14,,,,,,
20260506005400213142,인천 전세보증금반환보증 보증료 지원,인천광역시 도시계획국 주택정책과,인천,주거,상시,2차 3-10-32,,,,,,
20250717005400211362,인천 지역전략산업 청년일자리 지원 사업,청년정책담당관,인천,취업·일경험,마감,1차 1-1-2,,,,,,
20260406005400212517,인천 청년 고용안심 지원사업,인천광역시 청년정책담당관,인천,취업·일경험,상시,2차 1-2-4,,,,,,
20260506005400213163,인천 청년공간 운영 및 확대 구축,인천광역시 청년정책담당관,인천,정책기반,상시,2차 5-16-59,,,,,,
20260406005400212491,인천광역시 청년마음건강센터 운영,인천광역시 보건복지국 건강증진과,인천,문화·건강,상시,2차 4-13-46,,,,,,
20260506005400213157,인천광역시 청년미래센터 운영,인천광역시 외로움돌봄국 외로움정책과,인천,금융·생활안정,상시,2차 4-12-42,,,,,,
20250718005400211382,인천빅웨이브모펀드 조성․운영,산업정책과,인천,취업·일경험,마감,1차 1-1-1,,,,,,
20260506005400213152,인천시 일자리센터 운영,인천광역시 경제산업본부 경제정책과,인천,취업·일경험,상시,2차 1-1-1,,,,,,20250717005400211371
20250717005400211371,인천시 일자리센터 운영,경제정책과,인천,취업·일경험,마감,1차 1-1-1,,,,,,20260506005400213152
20260406005400212464,인천시 청년월세 지원사업,인천광역시 청년정책담당관,인천,주거,마감,2차 3-9-30,628000000155,이름 대조(신뢰도 중간),,,,20260724005400213301 | 20260724005400213302 | 20260724005400213303 | 20260506005400213155 | 20260406005400212449 | 20260406005400212413 | 20260406005400212414 | 20260406005400212411 | 20260406005400212412 | 20260406005400212398 | 20260406005400212399 | 20260406005400212400
20260506005400213145,인천콘텐츠코리아랩 운영,인천광역시 문화체육국 문화정책과,인천,교육·역량,상시,2차 2-5-19,,,,,,
20260506005400213150,인천혁신모펀드 조성·운영(청년벤처·창업기업 투자유치 펀드 지원사업),인천광역시 미래산업국 산업창업정책과,인천,창업·농어업,상시,2차 1-4-14,,,,,,
20260406005400212506,인천형 공공간호사 장학사업,인천광역시 보건복지국 보건의료정책과,인천,교육·역량,상시,2차 2-7-24,,,,,,20250718005400211429
20250718005400211429,인천형 공공간호사 장학사업,보건의료정책과,인천,교육·역량,마감,1차 3-9-21,,,,,,20260406005400212506
20260406005400212472,인천형 대중교통비 환급 지원(인천 i-패스),인천광역시 교통국 교통정책과,인천,금융·생활안정,상시,2차 4-12-44,,,,,,20250718005400211455
20250718005400211455,인천형 대중교통비 환급 지원(인천 i-패스),교통정책과,인천,금융·생활안정,마감,1차 4-14-38,,,,,,20260406005400212472
20260506005400213156,인천형 천원의 아침밥 지원,인천광역시 농수산식품국 농축산과,인천,문화·건강,상시,2차 4-13-50,,,,,,
20260406005400212478,인품 자립주택 운영,인천광역시 여성가족국 아동정책과,인천,주거,상시,2차 3-10-34,,,,,,20250718005400211408
20250718005400211408,인품 자립주택 운영,아동정책과,인천,주거,마감,1차 2-7-14,,,,,,20260406005400212478
20250219005400210461,일 경험 지원,충청북도,충북,취업·일경험,마감,1차 1-1-1,,,,,,
20250219005400210470,일상돌봄 서비스 지원,충청북도,충북,금융·생활안정,마감,1차 4-14-35,135200005027,이름 대조(신뢰도 중간),,,,
20250910005400211691,일상돌봄서비스사업,복지정책과,세종,금융·생활안정,마감,1차 4-14-35,135200005027,이름 대조(신뢰도 중간),,,,
20250715005400211275,일상돌봄서비스사업,인구전략국,충남,금융·생활안정,마감,1차 4-14-35,135200005027,이름 대조(신뢰도 중간),,,,
20250103005400210042,일자리종합센터 취업지원 프로그램 운영,서산시,중앙,취업·일경험,마감,1차 1-1-2,,,,,,
20260421005400212786,일하는 청년 보금자리 지원 사업,제주특별자치도청,제주,주거,진행중,2차 3-9-30,,,,,,20251111005400211834
20251111005400211834,일하는 청년 보금자리 지원사업,제주특별자치도 경제활력국 노동일자리과,제주,주거,마감,1차 2-6-13,,,,,,20260421005400212786
20260327005400212306,임산부 280 건강관리비 지원사업,전북특별자치도 익산시,전북,문화·건강,진행중,2차 4-13-49,468000000101,이름 대조(신뢰도 높음),,,,
20260408005400212619,임산부 직장생활 패키지 용품 지원 사업,전남광주통합특별시,광주,문화·건강,진행중,2차 4-13-49,,,,,,
20260330005400212345,임산부 친환경농산물 꾸러미 지원,전북특별자치도 완주군,전북,문화·건강,상시,2차 4-13-50,654000000030,이름 대조(신뢰도 중간),,,,
20250103005400210030,임신축하금 지원사업,서산시,충남,문화·건강,마감,1차 4-15-40,,,,,,
20250428005400210727,자격증 취득 지원(광주 남구),전남광주통합특별시 남구 경제재정국,광주,취업·일경험,마감,1차 1-1-2,,,,,,
20250916005400211697,자립준비청년 대학생활안정자금 지원,보육정책과,경남,금융·생활안정,마감,1차 4-14-34,,,648000020223018B | 567000020223017D | 53700002022300E8 | 54200002022300CE | 54700002022300CD | 548000020223006B,자립준비청년 대학생활안정자금 지원 | 자립준비청년 대학생활안정자금 지원 | 자립준비청년 대학생활안정자금 지원 | 자립준비청년 대학생활안정자금 지원 | 자립준비청년 대학생활안정자금 지원 | 자립준비청년 대학생활안정자금 지원,1.6,
20250715005400211284,"자립준비청년 자립 지원 (자립수당, 자립정착금, 대학생활안정자금)",인구전략국,충남,금융·생활안정,마감,1차 4-14-34,644000000843,이름 대조(신뢰도 중간),44900002019300F3 | 6440000202530031 | 4540000202230052,자립준비청년 자립지원 | 자립준비청년 자립 지원 | 자립준비청년 자립지원 사업(자체),13.5,
20260406005400212489,자립준비청년 자립수당 지급,인천광역시 여성가족국 아동정책과,인천,금융·생활안정,상시,2차 4-12-43,508000000565,이름 대조(신뢰도 높음),62800002019300B2 | 3510500201930058 | 354000020193004E | 3530000201930069 | 3550000201930040 | 352000020193009A | 35600002026301AD,자립준비청년 자립수당 지급 | 자립준비청년 자립수당 지급 | 자립준비청년 자립수당 지급 | 자립준비청년 자립수당 지급 | 자립준비청년 자립수당 지급 | 자립준비청년 자립수당 지급 | 자립준비청년 자립수당 지급,49.12,
20250219005400210472,자립준비청년 자립수당 지급,충청북도,충북,금융·생활안정,마감,1차 4-14-34,508000000565,이름 대조(신뢰도 중간),643000020193013A | 4470000201930056 | 443000020193003E | 4420000201930056 | 557000020193004F,자립준비청년 자립수당 지급 | 자립준비청년 자립수당 지급(보호종료아동 자립수당) | 자립준비청년 자립수당 지급(보조) | 자립준비청년 자립수당 지급 | 자립준비청년 자립수당 지급,18.08,
20250618005400211057,자립준비청년 자립수당 지원,강원특별자치도,강원,금융·생활안정,마감,1차 4-14-34,,,418000020193017A | 4210000201930072 | 4300000201930088 | 435000020193006C | 4280000201930050,자립준비청년 자립수당 지원 | 자립준비청년 자립수당 | 자립준비청년 자립수당 | 자립준비청년(보호종료아동) 자립수당 지원 | 자립준비청년 자립수당 지원(보조),7.47,
20250519005400210856,자립준비청년 자립수당 지원,아동담당관,서울,금융·생활안정,마감,1차 4-14-34,,,61100002019303A9,자립준비청년 자립수당 지원,76.6,
20250902005400211575,자립준비청년 자립수당 지원,예천군,경북,금융·생활안정,마감,1차 4-14-34,,,,,,
20250711005400211186,자립준비청년 자립정착금,전남광주통합특별시 여성가족국 아동청소년과,광주,금융·생활안정,마감,1차 4-14-34,629000000140,이름 대조(신뢰도 중간),3630000200830080 | 3610000202330023 | 3600000201430078,자립준비청년자립정착금 | 자립준비청년 자립정착금 지원(보조) | 자립준비청년자립정착금지원,3.4,
20260330005400212328,자립준비청년 자립정착금 지원,경상북도,경북,금융·생활안정,상시,2차 4-12-43,,,50200002017300A2 | 5050000200830973 | 5060000202630040 | 506000020173009A | 51300002025300D3 | 50700002017300EA | 5120000200831261 | 518000020233008F,자립준비청년자립정착금지원<보조> | 자립준비청년 자립정착금지원 | 자립준비청년자립정착금지원(자체) | 자립준비청년자립정착금지원(보조) | (도비보조)자립준비청년 자립정착금 지원 | [도]자립준비청년자립정착금지원 | [도비]자립준비청년 자립정착금 지원 | 자립준비청년자립정착금지원(도비보조),9.65,
20260406005400212487,자립준비청년 자립정착금 지원,인천광역시 여성가족국 아동정책과,인천,금융·생활안정,상시,2차 4-12-43,628000000780,이름 대조(신뢰도 높음),,,,20250718005400211453
20250618005400211058,자립준비청년 자립정착금 지원,강원특별자치도,강원,금융·생활안정,마감,1차 4-14-34,,,,,,
20250916005400211695,자립준비청년 자립정착금 지원,보육정책과,경남,금융·생활안정,마감,1차 4-14-34,648000001156,이름 대조(신뢰도 높음),5670000200831801 | 6480000200731495 | 5420000200730303 | 5370000200830315 | 5480000200730397 | 547000020153006B,자립준비청년 자립정착금 지원 | 자립준비청년 자립정착금 지원 | 자립준비청년 자립정착금 지원 | 자립준비청년 자립정착금 지원 | 자립준비청년 자립정착금 지원 | 자립준비청년 자립정착금,7.83,
20250718005400211453,자립준비청년 자립정착금 지원,아동정책과,인천,금융·생활안정,마감,1차 4-14-34,628000000780,이름 대조(신뢰도 높음),6280000202330040 | 3510500202330010 | 3540000202330011 | 3530000202330027 | 35600002026301B4 | 3570000202330129 | 3550000202330003 | 3520000202330052,자립준비청년 자립정착금 지원 | 자립준비청년 자립정착금 | 자립준비청년 자립정착금 지원 | 자립준비청년 자립정착금 지원 | 자립준비청년 자립정착금 지원 | 자립준비청년 자립정착금 지원(보조) | 자립준비청년 자립정착금 지원 | 자립준비청년 자립정착금 지원,13.5,20260406005400212487
20250729005400111501,자립준비청년 자립지원 체계 구축,전북특별자치도,전북,금융·생활안정,마감,1차 4-14-34,,,64500002019301C8,자립준비청년 자립지원 체계 구축(성인지예산),6.75,
20250916005400211696,자립준비청년 자립프로그램 운영,보육정책과,경남,금융·생활안정,마감,1차 4-14-34,648000001156,이름 대조(신뢰도 중간),6480000202230329 | 5360000202430170,자립준비청년 자립프로그램 운영 지원 | 자립준비청년 자립지원,0.72,
20251231005400212061,자립준비청년 주거비 지원사업,경기도,경기,금융·생활안정,마감,1차 4-14-34,,,64100002024304A7 | 37800002026301EE,자립준비청년 주거비 지원사업(자체/직접) | 자립준비청년 주거비 지원,2.98,
20250715005400211283,자립지원 사업,인구전략국,충남,금융·생활안정,마감,1차 4-14-35,,,,,,
20260406005400212488,자립지원전담기관 운영,인천광역시 여성가족국 아동정책과,인천,금융·생활안정,상시,2차 4-12-43,135200005039,이름 대조(신뢰도 중간),,,,20250718005400211452
20250916005400211698,자립지원전담기관 운영,보육정책과,경남,금융·생활안정,마감,1차 4-14-34,135200005039,이름 대조(신뢰도 중간),,,,
20250718005400211452,자립지원전담기관 운영,아동정책과,인천,금융·생활안정,마감,1차 4-14-34,135200005039,이름 대조(신뢰도 중간),,,,20260406005400212488
20250220005400210477,작은 결혼식 지원,충청북도,충북,금융·생활안정,마감,1차 4-13-32,,,,,,
20250717005400211370,잡스인천 운영,경제정책과,인천,취업·일경험,마감,1차 1-1-1,,,,,,
20250715005400211257,장수 청년 Level Up,장수군,전북,정책기반,마감,1차 5-18-48,,,,,,
20260331005400212367,장수군 청년네트워크 활성화 사업,전북특별자치도 장수군 기획조정실,전북,참여·권리,마감,2차 5-17-62,,,4750000202430005,청년네트워크 활성화사업,0.3,
20250716005400211317,장수군 청년동아리 지원사업,장수군,전북,정책기반,마감,1차 5-18-47,,,,,,
20260331005400212370,장수형 청년창업농 영농정착지원,전북특별자치도 장수군 농업기술센터,전북,취업·일경험,마감,2차 1-1-1,475000000194,이름 대조(신뢰도 높음),475000020203009F | 475000020213006E,전북형 청년창업농 영농정착 지원 | 장수형 청년창업농 영농정착 지원,0.27,
20250110005400210144,장흥군 로컬크리에이터 양성교육,전남광주통합특별시 장흥군 인구청년정책과,전남,교육·역량,마감,2차 2-5-17,,,,,,
20250110005400210143,장흥청년 N잡러 만들기 프로젝트,전남광주통합특별시 장흥군 인구청년정책과,전남,교육·역량,마감,2차 2-6-23,,,,,,
