서비스ID,서비스명,소관기관,분야,지원유형,대상 연령(최소),대상 연령(최대),청년 관련 근거,보조금24 주소
B37003100011,스포츠산업 인턴십 지원,서울올림픽기념국민체육진흥공단,고용·창업,현금,,,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B37003100011
B37003100015,국제심판 양성 지원,서울올림픽기념국민체육진흥공단,보육·교육,기타(교육),20,35,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B37003100015
B50000400011,고속도로 졸음쉼터 푸드트럭 창업 지원,한국도로공사,고용·창업,서비스(일자리)||시설이용||현금(감면),20,65,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B50000400011
B50000400013,청년 창업 지원,한국도로공사,고용·창업,현금,,,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B50000400013
B55117700003,항공산업분야 취업지원 프로그램,인천국제공항공사,고용·창업,서비스(일자리),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55117700003
B55136400002,엑스사이언스 프로그램,한국기초과학지원연구원,보육·교육,기타(교육),8,24,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55136400002
B55139800010,전기안전기술교육,한국전기안전공사,행정·안전,기타(교육),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55139800010
B55190400005,실업급여(구직급여) 수급자격 온라인 교육 서비스,한국고용정보원,고용·창업,기타(교육),19,64,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55190400005
B55201400002,구직자 직업훈련(취업지원) 및 훈련장려금 지급(한국폴리텍대학),학교법인한국폴리텍,고용·창업,현금,15,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55201400002
B55207000006,발전소 시설 견학(일산),한국동서발전(주),보육·교육,시설이용,18,64,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55207000006
B55214600001,중장년 생애경력설계서비스,노사발전재단,고용·창업,기타(교육)||기타(상담)||서비스(일자리)||시설이용,40,64,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55214600001
B55214900004,농지 임대 수탁 지원,한국농어촌공사,농림축산어업,현금,19,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55214900004
B55214900005,농지 매입 비축 지원,한국농어촌공사,농림축산어업,현금||현물,19,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55214900005
B55252900201,일반 상환 학자금 특별상환유예대출,한국장학재단,생활안정,현금(융자),18,35,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900201
B55252900202,푸른등대 기부장학금 지원,한국장학재단,보육·교육,현금(장학금),18,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900202
B55252900203,분할상환제도 지원,한국장학재단,생활안정,현금(융자),18,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900203
B55252900204,사회리더 대학생 멘토링,한국장학재단,보육·교육,기타(교육),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900204
B55252900205,손해금(지연배상금) 감면,한국장학재단,생활안정,현금(감면),18,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900205
B55252900206,정상화(기한이익회복) 제도 지원,한국장학재단,생활안정,현금(융자),18,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900206
B55252900207,전자채무 승인제도 지원,한국장학재단,생활안정,기타,18,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900207
B55252900208,신용도판단정보 회복제도,한국장학재단,생활안정,기타,18,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900208
B55252900212,창업기숙사,한국장학재단,보육·교육,기타(교육),19,30,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900212
B55252900213,대학생 기숙사 지원 (대학생 연합생활관),한국장학재단,주거·자립,시설이용,18,50,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900213
B55252900219,학자금대출 체크카드 포인트 상환,한국장학재단,보육·교육,기타,20,30,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900219
B55252900220,지자체 학자금대출 이자지원,한국장학재단,보육·교육,현금(감면),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900220
B55252900221,대학생 재능봉사 캠프,한국장학재단,보육·교육,기타(교육),7,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900221
B55252900222,중소기업 재직자 분할상환약정제도,한국장학재단,생활안정,현금(융자),18,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900222
B55252900223,분할상환약정 조건변경 제도,한국장학재단,생활안정,현금(융자),18,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900223
B55252900224,사회적 배려계층 상환유예제도,한국장학재단,생활안정,현금(융자),18,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900224
B55252900225,사망·심신장애인 학자금대출 채무면제,한국장학재단,생활안정,현금(융자),18,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900225
B55252900230,군 복무기간 이자면제 지원,한국장학재단,생활안정,현금(감면),18,35,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900230
B55252900231,대학생 청소년교육지원장학금,한국장학재단,보육·교육,현금(장학금),6,35,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900231
B55252900232,푸른등대 삼성기부장학금 지원,한국장학재단,보육·교육,현금(장학금),18,35,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55252900232
B55271100003,건설노동자 대부금 지원,건설근로자공제회,생활안정,현금(융자),19,64,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55271100003
B55271100007,건설노동자 대학생 장학금 지원,건설근로자공제회,보육·교육,현금(장학금),19,64,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55271100007
B55284200003,북한이탈주민 교육지원금 지원,북한이탈주민지원재단,보육·교육,현금(감면),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55284200003
B55284200013,북한이탈주민 일자리성공패키지 지원,북한이탈주민지원재단,고용·창업,기타(상담)||서비스(일자리),18,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55284200013
B55288100004,기초생활수급자 학점은행제 학습자등록 및 학점인정신청 수수료 면제,국가평생교육진흥원,보육·교육,현금(감면),19,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55288100004
B55291900005,청소년자문단 운영 지원,한국청소년상담복지개발원,보육·교육,기타,,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55291900005
B55307700011,청년고용연계자금,소상공인시장진흥공단,고용·창업,현금(융자),,,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55307700011
B55346600007,청년장병 취업상담 및 일자리지원,국방전직교육원,고용·창업,기타(상담),20,34,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55346600007
B55370100009,햇살론유스,서민금융진흥원,생활안정,현금(융자),19,34,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55370100009
B55370100036,서민금융진흥원 취업성공수당,서민금융진흥원,고용·창업,현금,19,65,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55370100036
B55371400002,녹색장학사업,한국산림복지진흥원,농림축산어업,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55371400002
B55400900001,대‧중소기업 상생일자리 프로그램,중소벤처기업진흥공단,고용·창업,서비스(일자리),19,34,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55400900001
B55400900016,글로벌창업사관학교,중소벤처기업진흥공단,고용·창업,현금,,,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55400900016
B55400900023,청년창업사관학교,중소벤처기업진흥공단,고용·창업,기술지원||기타||기타(교육)||기타(상담)||시설이용||현금||현물,,,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55400900023
B55400900028,기업인력애로센터 활용 취업지원,중소벤처기업진흥공단,고용·창업,서비스(일자리),19,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55400900028
B55400900031,혁신창업사업화자금(융자),중소벤처기업진흥공단,고용·창업,현금(융자),,,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55400900031
B55424400002,쌍용곰두리장학금 지원,한국장애인개발원,보육·교육,현금(장학금),18,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55424400002
B55462500001,온라인 진로상담(진로정보망 커리어넷),한국직업능력연구원,보육·교육,기타(상담),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55462500001
B55462500002,온라인 진로심리검사(진로정보망 커리어넷),한국직업능력연구원,보육·교육,기타,,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55462500002
GEF000000070,여성새로일하기센터 운영지원,성평등가족부,고용·창업,상담/법률지원||서비스(일자리),18,64,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/GEF000000070
GES000000110,취업 후 상환 학자금대출,교육부,보육·교육,현금(융자),18,35,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/GES000000110
GMW000000140,정신건강복지센터 운영 지원,보건복지부,보건·의료,기타(상담)||상담/법률지원||의료지원,,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/GMW000000140
O00004000005,채용 우대(사회적약자),고양도시관리공사,고용·창업,서비스(일자리),19,34,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00004000005
O00004900004,광주시 교통약자 이동지원센터,광주도시관리공사,생활안정,기타,18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00004900004
O00019400009,매입임대 지원(청년),대구도시개발공사,주거·자립,현금(감면),19,34,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00019400009
O00019700012,문화시설 이용요금 감면(비슬산유스호스텔),달성군시설관리공단,문화·환경,시설이용,,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00019700012
O00025800006,인천대공원 주차장 이용요금 감면,인천시설공단,생활안정,시설이용,18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00025800006
O00026200001,청년 매입임대주택 지원,인천도시공사,주거·자립,현물,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00026200001
O00027400003,"전남개발공사 시지역(무안,광양) 만원주택 공급",전남개발공사,주거·자립,기타,18,45,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00027400003
O00030500003,제주삼다수재단 제주도내 초·중·고·대학생 장학금 지원,제주특별자치도개발공사,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00030500003
O00037600002,소외계층 의료서비스,강원특별자치도영월의료원,보건·의료,현금,18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00037600002
O00039300001,원덕읍향토장학회 장학금,강원특별자치도 삼척시,보육·교육,현금(장학금),19,35,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00039300001
O00039900001,(재)영월장학회 장학금,강원특별자치도 영월군,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00039900001
O00042800001,태백시 향토 장학금,태백시민향토장학회,보육·교육,기타,,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00042800001
O00043100001,평창인재육성장학재단 장학금,강원특별자치도 평창군,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00043100001
O00043900003,2026년 경기도 장애인 평생교육이용권 지원(추가모집),경기도평생교육진흥원,보육·교육,이용권,19,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00043900003
O00045000002,기획공연 및 전시 관람료 할인,재단법인경기아트센터,문화·환경,기타,65,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00045000002
O00045400032,경기도 사회복무요원 의료비 감면,경기도의료원,보건·의료,현금(감면),19,31,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00045400032
O00045700009,소상공인 청년 창업 원스텝,재단법인경기도시장상권진흥원,고용·창업,현금,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00045700009
O00045700012,전통시장 청년상인 육성,재단법인경기도시장상권진흥원,고용·창업,현금,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00045700012
O00046400016,사회적약자 등 채용 우대,고양문화재단,고용·창업,서비스(일자리),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00046400016
O00046700012,웹툰 창작 인력 양성,고양산업진흥원,보육·교육,기타(교육),18,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00046700012
O00047800003,광주시민장학회 장학금 지원,광주시민장학회,보육·교육,현금(장학금),12,30,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00047800003
O00049300006,다둥이 多가치 키움 서비스(저소득 다자녀 가구 지원),남양주시복지재단,보육·교육,현금,,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00049300006
O00049500001,부천장학재단 장학금,경기도 부천시,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00049500001
O00051300004,지역상생 장학생,재단법인시흥시인재양성재단,보육·교육,현금(장학금),16,35,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00051300004
O00051300015,시흥시인재양성재단 장학생 선발 안내,재단법인시흥시인재양성재단,보육·교육,현금(장학금),7,35,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00051300015
O00051900001,산단노동자자녀장학금,재단법인안산인재육성재단,보육·교육,현금(장학금),19,60,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00051900001
O00052300001,안성시민장학회 장학금 지원,재단법인안성시민장학회,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00052300001
O00053300001,양평군장학재단,양평군교육발전위원회,보육·교육,현금(장학금),18,35,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00053300001
O00053700001,여주시인재육성장학회 장학금,경기도 여주시,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00053700001
O00054000001,오산교육재단 장학금,재단법인오산교육재단,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00054000001
O00055100001,의왕시인재육성재단 장학금,재단법인의왕시인재육성재단,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00055100001
O00055100002,소상공인 자녀 장학금,재단법인의왕시인재육성재단,보육·교육,현금(장학금),,,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00055100002
O00057500001,하남교육재단 장학금,재단법인하남교육재단,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00057500001
O00058400001,화성 into 테크노폴,화성시인재육성재단,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00058400001
O00058400003,화성시장학관지원사업,화성시인재육성재단,주거·자립,시설이용,18,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00058400003
O00058400005,화성시 학생 장학금 지원,화성시인재육성재단,보육·교육,현금||현금(장학금),7,45,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00058400005
O00060700001,거창군장학회 장학금,재단법인거창군장학회,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00060700001
O00066100001,경북농민사관학교 교육지원,재단법인경상북도농식품유통교육진흥원,보육·교육,기타(교육),18,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00066100001
O00066100002,농업마이스터대학운영지원,재단법인경상북도농식품유통교육진흥원,보육·교육,기타(교육),19,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00066100002
O00067200001,경상북도 소상공인 육성자금,경북신용보증재단,고용·창업,현금(융자),,,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00067200001
O00069600001,영덕군교육발전위원회 장학금,영덕군교육발전위원회,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00069600001
O00070900001,의성군장학회 장학금,경상북도 의성군,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00070900001
O00075700001,(재)대구동구교육재단 장학금,(재)대구동구교육재단,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00075700001
O00080500001,남도장학회 장학금,남도장학회,보육·교육,현금(장학금),18,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00080500001
O00080700001,부산진구장학회 장학금,재단법인부산진구장학회,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00080700001
O00080900001,부산북구장학회 장학금,부산광역시 북구,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00080900001
O00081100001,부산서구장학회 장학금,부산서구장학회,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00081100001
O00081200001,수영구장학재단 장학금,수영구장학재단,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00081200001
O00082800004,청년 골목창업 지원,서울신용보증재단,고용·창업,기타(교육),,,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00082800004
O00084500001,인재육성 및 구로장학생등,구로구장학회,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00084500001
O00085100002,노원문화예술회관 기획공연 티켓 할인,(재)노원문화재단,문화·환경,현금(감면),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00085100002
O00085100003,노원어린이극장 기획공연 티켓 할인,(재)노원문화재단,문화·환경,현금(감면),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00085100003
O00086200001,서초다산장학재단 장학금,서울특별시 서초구,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00086200001
O00087000001,송파구인재육성장학재단 장학금 지원,서울특별시 송파구,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00087000001
O00087700002,"일반, 특기 장학금",재단법인은평구민장학재단,보육·교육,현금(장학금),6,34,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00087700002
O00087700003,지역사회기여 장학금,재단법인은평구민장학재단,생활안정,현금(장학금),18,34,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00087700003
O00087800001,청년창업센터 지원,서울특별시 종로구,고용·창업,서비스(일자리),19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00087800001
O00088400001,다문화가정·북한이탈주민 장학금,재단법인세종특별자치시인재육성평생교육진흥원,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00088400001
O00088400002,공익발전기여 장학금,재단법인세종특별자치시인재육성평생교육진흥원,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00088400002
O00088400004,모범(대학생) 장학금,재단법인세종특별자치시인재육성평생교육진흥원,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00088400004
O00088400005,학자금 원금상환 지원,재단법인세종특별자치시인재육성평생교육진흥원,생활안정,현금(융자),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00088400005
O00088400006,장애인 면학 장학금,재단법인세종특별자치시인재육성평생교육진흥원,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00088400006
O00088400007,장애인 특기적성 장학금,재단법인세종특별자치시인재육성평생교육진흥원,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00088400007
O00088400009,특기적성 장학금,재단법인세종특별자치시인재육성평생교육진흥원,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00088400009
O00088400012,긴급복지지원 장학금,재단법인세종특별자치시인재육성평생교육진흥원,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00088400012
O00089500002,생활장학금,울산연구원,보육·교육,현금(장학금),6,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00089500002
O00089500004,다자녀 장학금,울산연구원,보육·교육,현금(장학금),18,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00089500004
O00091000004,SK행복 장학금,(재)인천인재평생교육진흥원,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00091000004
O00091000006,인천대교 희망장학금,(재)인천인재평생교육진흥원,보육·교육,현금(장학금),18,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00091000006
O00091000007,다자녀 가정지원 장학금,(재)인천인재평생교육진흥원,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00091000007
O00091000010,인천 자립준비청년 지원 장학금,(재)인천인재평생교육진흥원,보육·교육,현금(장학금),,120,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00091000010
O00091000012,북한이탈주민 장학금,(재)인천인재평생교육진흥원,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00091000012
O00091900001,서동이장학회 장학금,인천광역시 서해구,보육·교육,현금(장학금),6,35,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00091900001
O00092900001,공공의료서비스,전남광주통합특별시강진의료원,보건·의료,서비스(의료),18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00092900001
O00093300002,전남 중소기업 면접비 지원,재단법인전남광주통합특별시중소기업일자리경제진흥원,고용·창업,현금,19,34,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00093300002
O00094000002,청년 일자리 매칭 및 인건비 지원,(재)녹색에너지연구원,고용·창업,기타(교육)||서비스(일자리),18,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00094000002
O00095200001,곡성군 장학·격려사업,재단법인곡성군미래교육재단,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00095200001
O00096800001,우리지역 성적우수 대학생 장학금,재단법인목포인재육성재단,보육·교육,현금(장학금),18,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00096800001
O00096800002,희망장학금 대학생 지원,재단법인목포인재육성재단,보육·교육,현금(장학금),18,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00096800002
O00096800003,자립 지원 장학금,재단법인목포인재육성재단,주거·자립,현금(장학금),18,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00096800003
O00099500001,장흥군인재육성 장학금 지원,전남광주통합특별시 장흥군,보육·교육,현금(장학금),6,19,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00099500001
O00100800001,여성 직업교육훈련,(재)전북여성가족재단,보육·교육,기타(교육),19,64,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00100800001
O00100800002,여성 집단상담 프로그램,(재)전북여성가족재단,고용·창업,기타(상담)||서비스(일자리),19,64,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00100800002
O00100800004,새일여성인턴,(재)전북여성가족재단,고용·창업,현금,19,64,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00100800004
O00101000003,전북특별자치도 향토인재 장학금,재단법인전북특별자치도평생교육장학진흥원,보육·교육,현금(장학금),19,35,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00101000003
O00101000008,전북특별자치도 꿈키움 장학금,재단법인전북특별자치도평생교육장학진흥원,보육·교육,현금(장학금),9,24,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00101000008
O00101000010,전북특별자치도 토박이 장학금,재단법인전북특별자치도평생교육장학진흥원,보육·교육,현금(장학금),19,35,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00101000010
O00101000012,JB선도산업 육성방안 탐구지원,재단법인전북특별자치도평생교육장학진흥원,보육·교육,현금(장학금),19,35,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00101000012
O00101000013,전북특별자치도 대학(원)생 지역발전 정책제안 발표대회,재단법인전북특별자치도평생교육장학진흥원,보육·교육,현금,19,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00101000013
O00101100006,지역거점형 콘텐츠기업지원센터[전북] 운영,재단법인전북특별자치도콘텐츠융합진흥원,고용·창업,현금,,,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00101100006
O00101100007,전북 레드콘 음악창작소 운영 지원,재단법인전북특별자치도콘텐츠융합진흥원,문화·환경,기술지원||기타||기타(교육)||시설이용||현금,,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00101100007
O00102100001,예술체육기능상업과학분야 지역인재 장학금 지원,전북특별자치도 군산시,보육·교육,현금,,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00102100001
O00102400008,김제사랑장학생 선발,전북특별자치도 김제시,보육·교육,현금(장학금),6,38,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00102400008
O00104700001,애향장학생 장학금,전북특별자치도 임실군,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00104700001
O00105400004,디지털 융합(AI) 웹 & 앱 전문개발자 양성과정 및 디지털 영상기술 전문인력 양성과정,전주정보문화산업진흥원,보육·교육,기타(교육),15,39,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00105400004
O00105400007,전주ICT이노베이션스퀘어 인공지능(AI) 전문인력양성과정,전주정보문화산업진흥원,보육·교육,기타(교육),18,64,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00105400007
O00105400008,"전주ICT이노베이션스퀘어 블록체인, 데이터, IoT 전문인력양성과정",전주정보문화산업진흥원,보육·교육,기타(교육),18,64,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00105400008
O00105400009,웹 & 앱 전문 디자인 크리에이터 양성과정,전주정보문화산업진흥원,보육·교육,기타(교육),15,35,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00105400009
O00105400010,디지털 융합기반 웹 & 앱 전문개발자 양성과정,전주정보문화산업진흥원,보육·교육,기타(교육),18,35,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00105400010
O00105500001,지역우수인재 장학생 선발,(재)전주인재육성재단,보육·교육,현금(장학금),16,34,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00105500001
O00105600001,전주시금융복지상담소 빚대물림방지 법률서비스 지원,전주시복지재단전주사람,생활안정,기타(상담),,24,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00105600001
O00106100001,창업 두드림 특별보증(DO DREAM),제주신용보증재단,고용·창업,현금(융자),,,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00106100001
