서비스ID,서비스명,소관기관,분야,지원유형,대상 연령(최소),대상 연령(최대),청년 관련 근거,보조금24 주소
O00107400001,다누리사업,충청남도천안의료원,보건·의료,서비스(의료),18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00107400001
O00107400013,가정간호사업,충청남도천안의료원,보건·의료,서비스(의료),18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00107400013
O00107500001,재능키움 장학서비스,재단법인충청남도평생교육인재육성진흥원,보육·교육,현금(장학금),18,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00107500001
O00108000001,기업가형 소상공인 육성지원,재단법인충남경제진흥원,고용·창업,기타,,,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00108000001
O00109000005,충남형 일자리 소통공간,재단법인충남경제진흥원,고용·창업,기타(교육)||기타(상담)||서비스(일자리),19,64,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00109000005
O00109000017,구직자 면접수당 지원,재단법인충남경제진흥원,고용·창업,서비스(일자리),19,34,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00109000017
O00110200001,논산시장학회 장학금,재단법인논산시장학회,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00110200001
O00110800001,만세보령장학회 장학금,충청남도 보령시,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00110800001
O00110900001,부여군굿뜨래장학회 장학금,충청남도 부여군,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00110900001
O00111200001,서산인재육성재단 장학금,충청남도 서산시,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00111200001
O00112300001,초·중·고·대학생 장학금 지원(학자금 지원 등),(재)천안사랑장학재단,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00112300001
O00113200001,태안군사랑장학회 장학금,태안군사랑장학회,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00113200001
O00113600007,청년예술지원,(재)충북문화재단,문화·환경,현금,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00113600007
O00114000001,(재)충북인재평생교육진흥원 장학금,재단법인충북인재평생교육진흥원,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00114000001
O00114500001,지역 우수인재 대학 면학지원,재단법인충북학사,보육·교육,기타(교육)||시설이용,18,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00114500001
O00115600001,(재)영동군민장학회 장학금,영동군민장학회,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00115600001
O00115700001,옥천군장학회 장학금,충청북도 옥천군,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00115700001
O00116200001,제천시인재육성재단 장학금 지급,(재)제천시인재육성재단,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00116200001
O00116200002,인재육성 교육 지원,(재)제천시인재육성재단,보육·교육,기타(교육),7,19,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00116200002
O00116800001,(재)진천군장학회 장학금,충청북도 진천군,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00116800001
O00168400001,전남 구직자 자격증 취득지원,재단법인전남광주통합특별시중소기업일자리경제진흥원,고용·창업,서비스(일자리)||현금,18,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00168400001
O00388400004,강원특별자치도 청년·대학생 학자금대출 이자지원,재단법인강원인재원,보육·교육,현금(융자),18,34,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00388400004
PTR000052170,경력단절 여성과학기술인 복귀 지원,과학기술정보통신부,고용·창업,상담/법률지원||서비스(일자리),18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/PTR000052170
SD0000003276,"고용창출장려금(일자리 함께하기, 국내복귀기업 지원, 신중년 적합직무 지원)",고용노동부,고용·창업,현금,,,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/SD0000003276
SD0000003485,"농업종합자금 지원 (원예, 축산, 가공사업 등)",농림축산식품부,농림축산어업,현금(융자),18,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/SD0000003485
SD0000003857,고용촉진장려금,고용노동부,고용·창업,현금,,,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/SD0000003857
SD0000003995,사회 소외계층 대상 금융수수료 면제,과학기술정보통신부,행정·안전,현금(감면),19,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/SD0000003995
SD0000004508,국가장학금 Ⅰ유형 (학생직접지원형),교육부,보육·교육,현금(장학금),18,34,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/SD0000004508
SD0000010100,과원규모화,농림축산식품부,농림축산어업,현금(융자),18,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/SD0000010100
SD0000010578,농어촌 출신 대학(원)생 학자금 융자 지원 (무이자),농림축산식품부,보육·교육,현금(융자),18,34,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/SD0000010578
SD0000011848,청년내일채움공제,고용노동부,고용·창업,현금,15,34,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/SD0000011848
SME000000110,미숙아 및 선천성이상아 의료비 지원,보건복지부,보건·의료,의료지원||현금,18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/SME000000110
SPE000000080,중증장애인직업재활 지원(훈련수당),보건복지부,고용·창업,현금,15,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/SPE000000080
SSI000000020,한부모가족 아동양육비 지원,성평등가족부,보육·교육,현금,18,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/SSI000000020
WII000000450,입양가정위탁아동 심리치료 지원,보건복지부,보건·의료,서비스(의료)||의료지원,18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/WII000000450
